# Omega_Matter_0 = 0.302   | Omega_Lambda_0 = 0.698   | Omega_K_0 = 0.0   | h = 1.0   |
# RA  DEC  CZ_obs  Mr  HaloID  logMHalo  NGal_H  FLAG  CZ_real  DIST_C  Vp_tot  Vp_tang  Morph  logMstar  r_mag  u_mag  FSMGR  Gal_Match_flag  u_r  mhi_mass  GroupID  Group_NGals  Group_Rproj  Group_CZdisp  Group_logMHalo  Group_Gal_Type
  219.372289      2.610012     7064.80727     -21.535         351668     12.299           1       1    7094.329549    0.00000000e+00     815.19962     814.66487        ET     10.865397    -21.567993    -19.234573      0.117710         ECO      2.333420    3.090292e+09            1204           1      0.000000      0.000000     12.368           1
  221.235141     11.435612     7358.72770     -21.250         351710     12.280           1       1    7586.478750    0.00000000e+00     868.22350     837.81950        LT     10.664997    -21.267277    -19.431755      0.323061         ECO      1.835522    3.548129e+09            1205           1      0.000000      0.000000     12.218           1
  224.509737     12.720294     7092.95709     -21.283         351763     12.180           2       1    7090.725779    0.00000000e+00    1404.97196    1404.97019        ET     10.598450    -21.330507    -18.834011      0.090812         ECO      2.496496    2.691535e+09            1089          81      0.348138    389.740000     14.245           0
  224.529881     12.732921     7048.40804     -19.136         351763     12.180           2       0    7089.048835    4.75161672e-02    1391.46927    1390.87564        ET      9.260000    -19.171785    -16.925686      0.098106         ECO      2.246099    2.951209e+08            1089          81      0.348138    389.740000     14.245           0
  225.870385     14.015256     6635.97866     -20.495         351782     12.114           1       1    7527.447976    0.00000000e+00    1034.80077     525.44751        LT     11.236268    -20.466969    -19.239361      1.230089         ECO      1.227608    8.128306e+09            1078           2      0.034384    177.410000     12.138           1
  226.120946     14.005281     7076.64890     -19.397         351784     11.189           1       1    7502.403631    0.00000000e+00     640.25113     478.17822        LT      9.380778    -19.445206    -17.103859      0.077763         ECO      2.341347    4.466839e+08            1080           2      0.085960     99.750000     11.746           1
  216.531290      3.481823     7215.26765     -21.406         351804     12.047           1       1    7410.379592    0.00000000e+00     716.90110     689.83949        LT     10.319152    -21.432936    -19.851818      0.299703         ECO      1.581118    2.041735e+10            1206           1      0.000000      0.000000     12.291           1
  224.570540     15.746076     6978.23611     -20.589         351831     12.192           1       1    7648.012595    0.00000000e+00     934.50408     651.68807        LT     10.860073    -20.636051    -18.608265      0.311103         ECO      2.027786    1.548815e+09            1207           1      0.000000      0.000000     11.966           1
  230.895006     19.437562     7118.14905     -18.798         351888     11.527           1       1    7624.211174    0.00000000e+00     701.24363     485.43151        ET      9.486065    -18.843250    -16.608780      0.100646         ECO      2.234470    2.137960e+08            1208           1      0.000000      0.000000     11.239           1
  230.624619     19.308184     7142.36568     -20.098         351891     11.862           2       1    7624.640892    0.00000000e+00     601.15416     358.88291        LT     10.102093    -20.087915    -18.864761      1.351393         ECO      1.223154    6.760833e+09            1209           2      0.055874      1.420000     11.909           1
  230.691036     19.366543     7144.41900     -19.000         351891     11.862           2       0    7633.297165    2.03335027e-01     582.52883     316.76170        LT      9.570000    -19.046942    -16.945072      0.071320         ECO      2.101870    4.897794e+08            1209           2      0.055874      1.420000     11.909           0
  221.020573      6.130513     6963.47033     -20.620         351968     12.042           2       1    7215.490123    0.00000000e+00     826.97441     787.63741        ET     10.875591    -20.668795    -18.265301      0.107227         ECO      2.403494    1.412538e+09            1210           2      0.012894     29.880000     12.102           1
  221.012970      6.115560     7006.70619     -19.499         351968     12.042           2       0    7217.693313    4.33145007e-02     838.03747     811.04330        ET      9.120000    -19.537006    -17.166901      0.099149         ECO      2.370106    4.677349e+08            1210           2      0.012894     29.880000     12.102           0
  221.989338      6.803977     7040.28049     -19.919         351975     11.881           1       1    7213.964986    0.00000000e+00     689.48571     667.25126        ET     10.518247    -19.958376    -17.663147      0.192850         ECO      2.295229    5.128622e+08            1211           1      0.000000      0.000000     11.709           1
  229.092965      8.571436     7419.05567     -21.439         351990     12.076           2       1    7292.226803    0.00000000e+00     302.00433     274.08220        LT     10.725232    -21.456907    -19.666378      0.214213         ECO      1.790529    3.890454e+09            1212           2      0.002865     47.880000     12.391           1
  229.094121      8.574526     7349.68122     -19.156         351990     12.076           2       0    7292.307278    6.07755858e-03     377.04904     372.65830        LT      9.430000    -19.154268    -17.780212      0.302033         ECO      1.374056    4.073802e+09            1212           2      0.002865     47.880000     12.391           0
  223.419017     13.280290     7317.58347     -20.198         351996     11.886           1       1    7780.926659    0.00000000e+00     566.93761     326.69763        LT     10.670624    -20.238022    -17.856060      0.077470         ECO      2.381962    8.511380e+08            1213           1      0.000000      0.000000     11.811           1
  232.173368     19.735587     6781.28616     -20.430         352028     11.951           2       0    7280.323868    7.11946448e-02     611.25262     352.97469        LT      9.480000    -20.435659    -18.795036      0.483733         ECO      1.640623    6.456547e+09            1214           2      0.022923     90.490000     12.479           0
  232.200449     19.761639     6912.17997     -21.344         352028     11.951           2       1    7278.425740    0.00000000e+00     632.36772     515.51234        LT     10.444147    -21.381948    -19.174450      0.334243         ECO      2.207499    1.778278e+09            1214           2      0.022923     90.490000     12.479           1
  227.866262      4.034777     7104.94239     -20.164         352058     11.982           1       1    6964.230070    0.00000000e+00     496.28953     475.92367        ET     10.916388    -20.178434    -18.658127      0.200356         ECO      1.520308    4.265803e+09            1215           1      0.000000      0.000000     11.796           1
  225.179249     12.983766     7221.13295     -20.495         352093     11.826           1       1    7727.980647    0.00000000e+00     879.28101     718.49878        LT     10.425224    -20.466969    -19.239361      1.230089         ECO      1.227608    8.128306e+09            1090           7      0.137536    183.810000     13.216           0
  223.437413     14.256542     7064.91760     -18.860         352106     11.525           2       0    7878.477031    7.20621180e-03    1017.56264     611.19127        ET      9.810000    -18.875591    -17.120270      0.077839         ECO      1.755322    1.412538e+09            1216           2      0.001433    112.870000     11.720           0
  223.440724     14.258267     7228.33887     -19.460         352106     11.525           2       1    7878.403640    0.00000000e+00     836.49522     526.44094        LT     10.172154    -19.838648    -17.680737      0.164990         ECO      2.157911    4.677349e+08            1216           2      0.001433    112.870000     11.720           1
  223.104010      7.197483     6717.80224     -20.495         352127     11.927           2       1    6965.994807    0.00000000e+00    1047.84032    1018.02249        LT     10.606035    -20.466969    -19.239361      1.230089         ECO      1.227608    8.128306e+09            1217           2      0.002865     50.120000     12.027           1
  223.085505      7.195462     6645.33867     -19.100         352127     11.927           2       0    6968.056716    4.33130923e-02    1136.65981    1089.88466        LT      9.500000    -18.767647    -17.226818      7.524106         ECO      1.540829    1.621811e+09            1217           2      0.002865     50.120000     12.027           0
  223.621329      8.967429     6961.52630     -20.495         352139     11.815           2       1    7055.207172    0.00000000e+00    1057.38548    1053.22740        ET     10.627769    -20.549690    -18.041523      0.114203         ECO      2.508167    1.348965e+09            1218           2      0.094556    162.440000     12.028           1
  223.549583      8.861242     7196.67303     -19.100         352139     11.815           2       0    7056.129247    2.24261214e-01     280.88923     243.19992        LT      9.620000    -19.079460    -17.628399      0.590566         ECO      1.451061    2.041735e+09            1218           2      0.094556    162.440000     12.028           0
  219.288051      2.993426     7063.90003     -18.972         352150     11.348           1       1    7165.947859    0.00000000e+00     713.19207     705.85350        LT      9.862423    -19.007734    -16.751671      0.254175         ECO      2.256063    2.041738e+08            1219           1      0.000000      0.000000     11.357           1
  219.327568      3.275422     6936.43417     -19.340         352154     11.579           1       1    7165.057544    0.00000000e+00     795.48623     761.92499        LT     10.262568    -19.326675    -17.912144      1.840782         ECO      1.414532    2.818383e+09            1220           1      0.000000      0.000000     11.499           1
  234.636820     13.009704     7097.45963     -20.558         352183     11.975           2       0    7146.460380    1.57701869e-02     361.50633     358.17001        LT      9.210000    -20.555716    -19.335217      0.984658         ECO      1.220499    1.348964e+10            1221           3      0.041547    172.230000     12.402           1
  234.636739     13.002760     7051.49992     -20.495         352183     11.975           2       1    7147.154369    0.00000000e+00     578.03655     570.06708        ET     10.541957    -20.549690    -18.041523      0.114203         ECO      2.508167    1.348965e+09            1221           3      0.041547    172.230000     12.402           0
  231.053366      1.351698     7127.46268     -19.992         352187     11.928           2       0    6995.365743    1.49624718e-02     744.62426     732.81354        LT      9.110000    -19.987059    -18.598408      0.296856         ECO      1.388651    1.071519e+10            1222           2      0.005731     21.320000     12.041           0
  231.047902      1.357570     7158.32664     -20.073         352187     11.928           2       1    6994.982655    0.00000000e+00     554.76421     530.17174        LT     10.746820    -20.054537    -18.716576      3.738572         ECO      1.337961    1.174898e+10            1222           2      0.005731     21.320000     12.041           1
  231.599898     19.054870     6979.11914     -21.283         352188     11.983           1       1    7150.842364    0.00000000e+00     647.74639     624.56906        ET     11.115418    -21.330507    -18.834011      0.090812         ECO      2.496496    2.691535e+09            1223           2      0.025788    181.280000     12.357           1
  234.824463     13.028708     7377.33326     -20.098         352217     11.950           1       1    7430.158200    0.00000000e+00     513.06638     510.33972        LT     10.403470    -20.087915    -18.864761      1.351393         ECO      1.223154    6.760833e+09            1221           3      0.041547    172.230000     12.402           0
  234.475695     23.470772     7175.64834     -20.075         352224     11.878           2       1    7424.338213    0.00000000e+00     359.92868     260.19609        LT     10.556600    -20.058668    -18.902786      1.744832         ECO      1.155882    1.122018e+10            1224           2      0.012894     10.670000     11.969           1
  234.472519     23.457260     7191.10108     -19.562         352224     11.878           2       0    7424.834481    2.64492574e-02     348.65357     258.70448        ET      9.160000    -19.608063    -17.186417      0.139182         ECO      2.421646    4.897791e+08            1224           2      0.012894     10.670000     11.969           0
  234.125811     12.471082     6979.83859     -19.818         352249     11.917           1       1    6919.584017    0.00000000e+00     572.22681     569.04561        LT     10.501478    -19.861000    -17.481510      0.396377         ECO      2.379490    5.623409e+08            1201           2      0.083095     41.560000     12.499           0
  227.287468     16.596838     6786.31673     -20.747         352279     11.905           1       1    7137.313644    0.00000000e+00    1152.23867    1097.47670        LT     10.529151    -20.758101    -18.930302      0.144117         ECO      1.827799    3.235933e+09            1225           1      0.000000      0.000000     12.022           1
  231.531479     -0.983421     7159.20418     -18.959         352287     11.748           3       0    7002.199586    6.71381120e-02     618.02985     597.75451        ET      9.800000    -18.999748    -16.704220      0.122475         ECO      2.295528    2.570393e+08            1226           2      0.004298     23.180000     11.869           0
  231.663670     -0.979640     7192.77294     -19.992         352287     11.748           3       0    6997.101278    2.08169452e-01     519.33801     481.06608        LT      9.780000    -20.048269    -18.531803      0.666887         ECO      1.516466    5.623413e+09            1226           2      0.004298     23.180000     11.869           1
  231.220356     18.075525     6828.54718     -19.547         352301     11.866           1       1    7395.899391    0.00000000e+00     713.44461     432.56755        LT     10.202526    -19.535963    -18.223446      0.935934         ECO      1.312517    2.454711e+09            1227           3      0.127507     32.070000     12.336           0
  231.330098     13.984474     6960.86921     -19.639         352302     11.872           2       0    7170.072606    1.70551701e-01     720.55768     689.51963        LT     10.160000    -19.659025    -17.859825      0.185052         ECO      1.799200    3.090299e+09            1228           2      0.015759     14.850000     11.940           0
  231.315119     14.002965     6982.35751     -19.882         352302     11.872           2       1    7158.397276    0.00000000e+00     759.12598     738.43229        ET     10.597353    -19.924500    -17.650238      0.140924         ECO      2.274261    5.623409e+08            1228           2      0.015759     14.850000     11.940           1
  232.039508     20.433693     6876.97332     -19.246         352304     11.781           1       1    7119.864901    0.00000000e+00     532.99436     474.43299        ET     10.435305    -19.284828    -17.025829      0.119627         ECO      2.258999    3.090292e+08            1229           2      0.104585     12.930000     11.711           1
  228.039813     15.179819     7088.69854     -19.182         352317     11.836           1       1    7551.602057    0.00000000e+00     513.37237     221.97191        LT     10.704804    -19.103815    -17.848980      0.702790         ECO      1.254835    5.128620e+09            1230           1      0.000000      0.000000     11.444           1
  231.238119     17.908142     6894.13951     -20.131         352326     11.849           2       0    7313.062897    5.56624606e-02     643.84286     488.91391        ET      9.710000    -20.149441    -18.027237      0.112404         ECO      2.122204    6.760824e+08            1227           3      0.127507     32.070000     12.336           0
  231.252923     17.931949     6860.06980     -20.841         352326     11.849           2       1    7314.750573    0.00000000e+00     686.21419     513.96042        LT     10.664717    -20.834925    -19.439964      1.166022         ECO      1.394960    7.762477e+09            1227           3      0.127507     32.070000     12.336           1
  217.783738      4.365659     7076.59657     -19.919         352400     11.767           1       1    7313.408962    0.00000000e+00     755.68907     717.62515        ET     10.395040    -19.958376    -17.663147      0.192850         ECO      2.295229    5.128622e+08             574           6      0.166189    253.460000     12.930           0
  229.697139      2.533444     7151.34109     -20.063         352401     11.768           1       1    6977.940051    0.00000000e+00     543.79852     515.41140        LT     10.449235    -20.045982    -18.928013      1.588905         ECO      1.117970    1.288250e+10            1231           1      0.000000      0.000000     11.762           1
  218.938385      7.386731     7132.62296     -18.960         352410     11.736           2       1    7423.903916    0.00000000e+00     839.26947     787.10142        LT     10.410663    -18.971035    -17.608032      0.387739         ECO      1.363003    2.570396e+09            1232           2      0.041547     85.690000     11.610           1
  218.935090      7.341262     7256.71549     -18.795         352410     11.736           2       0    7424.567773    8.46137256e-02     796.39336     778.50369        LT      9.310000    -18.808781    -17.426117      0.604385         ECO      1.382664    1.778279e+09            1232           2      0.041547     85.690000     11.610           0
  225.001377     13.654124     7233.74600     -19.138         352433     11.369           1       1    7682.830912    0.00000000e+00     596.24204     392.20826        ET      9.495188    -19.174116    -17.095741      0.309733         ECO      2.078375    3.388446e+08            1233           1      0.000000      0.000000     11.427           1
  226.927430      0.920280     7016.66746     -19.450         352439     11.679           1       1    6814.819074    0.00000000e+00     604.91240     570.24227        LT     10.188879    -19.464048    -17.325073      0.232523         ECO      2.138975    3.235936e+08            1234           1      0.000000      0.000000     11.542           1
  231.674726     -0.089416     7312.53498     -19.344         352454     11.604           2       0    7065.151449    5.00506449e-02     438.43088     361.97104        LT      9.220000    -19.360682    -17.483776      0.181550         ECO      1.876905    8.128306e+08            1235           2      0.021490     31.200000     11.882           0
  231.691320     -0.066437     7267.34284     -19.843         352454     11.604           2       1    7064.776905    0.00000000e+00     537.46171     497.82741        ET     10.102962    -19.875450    -17.575405      0.317278         ECO      2.300045    4.265803e+08            1235           2      0.021490     31.200000     11.882           1
  231.730649     15.313467     7322.34137     -19.221         352465     11.608           1       1    7651.440043    0.00000000e+00     524.64134     408.58610        ET     10.302929    -19.232006    -17.255001      0.049349         ECO      1.977005    6.760830e+08            1236           1      0.000000      0.000000     11.458           1
  218.037502     -0.448119     7277.48839     -19.481         352488     11.656           1       1    7354.138847    0.00000000e+00     748.78901     744.85549        LT      9.885949    -19.456673    -18.292461      1.629866         ECO      1.164211    6.165944e+09            1237           1      0.000000      0.000000     11.555           1
  220.737042     11.652097     7383.93063     -19.499         352492     11.714           1       1    7587.350846    0.00000000e+00     926.68393     904.08148        ET     10.598923    -19.537006    -17.166901      0.099149         ECO      2.370106    4.677349e+08            1238           1      0.000000      0.000000     11.562           1
  231.513313     19.045733     7241.56523     -19.765         352509     11.682           1       1    7644.078492    0.00000000e+00     548.49576     372.59989        LT     10.176754    -19.831732    -17.457676      0.164689         ECO      2.374056    6.165959e+08            1223           2      0.025788    181.280000     12.357           0
  226.601735      1.691449     7442.00016     -19.638         352517     11.655           2       0    7559.688554    1.90531056e-01     148.98457      91.35559        LT      9.150000    -19.659025    -17.859825      0.185052         ECO      1.799200    3.090299e+09            1239           1      0.000000      0.000000     11.612           1
  226.568799      1.596202     7466.97039     -20.198         352517     11.655           2       1    7561.222192    0.00000000e+00     202.08208     178.75616        LT     10.186176    -20.212912    -18.571583      0.300635         ECO      1.641329    3.388444e+09            1240           1      0.000000      0.000000     11.810           1
  231.894828      5.927175     7009.47286     -19.432         352534     11.477           1       1    6843.939950    0.00000000e+00     413.58671     379.01560        LT      9.613161    -19.444229    -18.181778      1.540947         ECO      1.262451    2.454712e+09            1241           1      0.000000      0.000000     11.534           1
  221.625178      8.822413     6766.86597     -19.397         352562     11.734           1       1    7003.220306    0.00000000e+00     960.44675     930.91062        LT      9.912259    -19.400335    -17.975918      1.093997         ECO      1.424417    2.137962e+09            1242           1      0.000000      0.000000     11.522           1
  222.315794      4.538443     7080.40191     -18.838         352576     11.750           1       1    7320.838324    0.00000000e+00     400.20275     319.92588        LT     10.199309    -18.835438    -17.590614      1.530274         ECO      1.244823    1.621811e+09            1243           1      0.000000      0.000000     11.276           1
  232.859392      5.572174     7142.83986     -19.625         352587     11.523           1       1    6989.172791    0.00000000e+00     482.45705     457.33056        ET      9.888913    -19.654907    -17.482746      0.123414         ECO      2.172161    4.073806e+08            1137           6      0.123209    188.440000     13.155           0
  227.399431     -0.955541     6990.41374     -18.877         352594     11.512           1       1    6859.073875    0.00000000e+00     571.41189     556.11275        ET     10.179302    -18.903034    -16.808502      0.337960         ECO      2.094532    2.691536e+08            1244           1      0.000000      0.000000     11.310           1
  225.184496     19.106234     7083.35302     -20.430         352597     11.701           1       1    7473.348804    0.00000000e+00     821.42847     722.94400        LT     10.033820    -20.435659    -18.795036      0.483733         ECO      1.640623    6.456547e+09            1245           1      0.000000      0.000000     11.902           1
  217.077821      7.578656     6986.14573     -19.082         352605     11.711           1       1    7243.068972    0.00000000e+00     822.81549     781.67499        ET     10.354429    -19.118359    -16.828465      0.061761         ECO      2.289894    3.090292e+08            1246           1      0.000000      0.000000     11.404           1
  234.668045     13.210146     7146.47153     -19.197         352608     11.652           1       1    7266.318022    0.00000000e+00     546.03581     532.72124        ET     10.334348    -19.237997    -17.196274      0.358441         ECO      2.041723    4.265797e+08            1247           1      0.000000      0.000000     11.448           1
  234.791529     18.817657     7042.39581     -19.450         352616     11.535           1       1    7126.638076    0.00000000e+00     520.79844     513.93994        LT      9.846202    -19.435045    -18.056694      0.905377         ECO      1.378351    2.454711e+09            1248           1      0.000000      0.000000     11.541           1
  222.472141     10.938689     7288.15124     -20.298         352657     11.558           1       1    7448.505157    0.00000000e+00     922.49700     908.45326        ET     10.098465    -20.342501    -17.900337      0.031058         ECO      2.442163    8.912519e+08            1249           1      0.000000      0.000000     11.849           1
  224.581750      7.927548     7085.82517     -20.265         352659     11.675           1       1    7099.370941    0.00000000e+00     808.27593     808.16242        LT     10.325388    -20.254026    -18.816624      0.616153         ECO      1.437403    7.762479e+09            1250           1      0.000000      0.000000     11.835           1
  219.552579     -0.337379     7169.03987     -19.063         352661     11.625           1       1    7118.977482    0.00000000e+00     767.76558     766.13167        ET     10.090487    -19.082581    -16.850151      0.147615         ECO      2.232430    2.344232e+08            1251           1      0.000000      0.000000     11.394           1
  223.355387      5.744770     7335.25953     -20.063         352666     11.616           1       1    7396.147445    0.00000000e+00      97.73180      76.44715        LT     10.179222    -20.045982    -18.928013      1.588905         ECO      1.117970    1.288250e+10            1116           2      0.015759     34.480000     12.832           0
  230.858099      0.079467     7048.90528     -19.226         352708     11.603           2       0    6906.845696    1.00616365e-01     635.81639     619.74314        LT      9.330000    -19.212919    -18.019569      1.955318         ECO      1.193350    4.265791e+09            1252           2      0.024355     18.670000     11.873           0
  230.888171      0.051918     7021.88307     -19.881         352708     11.603           2       1    6901.743141    0.00000000e+00     529.26154     515.44561        LT      9.902411    -19.920401    -17.979599      0.159578         ECO      1.940802    1.174900e+09            1252           2      0.024355     18.670000     11.873           1
  223.702639     13.692822     6708.52848     -19.082         352716     11.554           1       1    7472.184994    0.00000000e+00     826.73012     316.71977        LT      9.663131    -19.175413    -17.876133      1.874335         ECO      1.299280    2.454712e+09            1253           1      0.000000      0.000000     11.404           1
  233.688580     11.483969     7184.05924     -19.630         352721     11.550           1       1    7182.403597    0.00000000e+00     561.60570     561.60326        LT      9.805757    -19.613119    -18.613152      2.336798         ECO      0.999968    1.348963e+10            1254           1      0.000000      0.000000     11.606           1
  227.830532     16.451761     7038.88065     -19.440         352751     11.599           1       1    7214.388070    0.00000000e+00     538.98699     509.61173        ET      9.726947    -19.480167    -17.072899      0.121842         ECO      2.407269    4.073806e+08            1255           1      0.000000      0.000000     11.537           1
  232.559348     19.123633     7043.79596     -19.723         352758     11.629           1       1    7118.091186    0.00000000e+00     628.65570     624.25012        ET     10.455206    -19.760063    -17.515617      0.250948         ECO      2.244446    4.897791e+08            1256           1      0.000000      0.000000     11.636           1
  227.780013     17.735570     6720.30715     -18.855         352772     11.557           1       1    7111.789464    0.00000000e+00    1098.53285    1026.40928        LT     10.426021    -18.849194    -17.488148      0.648574         ECO      1.361046    3.090296e+09            1257           1      0.000000      0.000000     11.292           1
  234.736836      8.284313     7347.31231     -19.166         352775     11.601           2       1    7370.989989    0.00000000e+00     696.82935     696.42696        LT     10.293602    -19.144926    -18.021500      2.331089         ECO      1.123426    8.128318e+09            1258           2      0.004298     35.620000     11.751           0
  234.740175      8.288782     7295.71060     -19.388         352775     11.601           2       0    7369.800773    1.96728105e-02     828.69325     825.37455        LT      9.530000    -19.387056    -18.063019      1.077339         ECO      1.324038    4.073802e+09            1258           2      0.004298     35.620000     11.751           1
  232.011073     15.739958     7392.27863     -19.638         352776     11.626           1       1    7598.855862    0.00000000e+00     600.72764     564.09178        LT     10.012064    -19.659025    -17.859825      0.185052         ECO      1.799200    3.090299e+09            1259           1      0.000000      0.000000     11.612           1
  226.655288      2.996835     7253.31347     -19.058         352777     11.611           1       1    7012.098118    0.00000000e+00     571.78957     518.41920        LT     10.175097    -19.036123    -17.892567      2.041213         ECO      1.143557    5.623422e+09            1260           1      0.000000      0.000000     11.391           1
  224.736499      8.719681     7353.51992     -19.593         352788     11.564           2       0    7140.420251    2.68092306e-02     861.23155     834.45091        LT      9.140000    -19.576458    -17.595703      0.407953         ECO      1.980755    8.511391e+08            1261           2      0.008596     34.300000     11.849           1
  224.724360      8.728558     7303.83119     -19.492         352788     11.564           2       1    7140.127375    0.00000000e+00     893.46828     878.34311        LT      9.942603    -19.503666    -17.651352      0.165773         ECO      1.852314    1.023294e+09            1261           2      0.008596     34.300000     11.849           0
  234.142066     21.933025     7441.66023     -19.326         352790     11.567           2       0    7669.409819    7.13458715e-02     384.22243     309.44627        LT      9.300000    -19.167625    -17.104706      0.119871         ECO      2.062920    9.772374e+08            1262           1      0.000000      0.000000     11.494           1
  231.608481      6.859139     6892.19275     -18.786         352793     11.366           1       1    6742.560319    0.00000000e+00     339.71165     304.98220        LT      9.583423    -18.769522    -17.385246      0.294476         ECO      1.384275    2.570396e+09            1263           1      0.000000      0.000000     11.216           1
  236.197044      8.606725     7317.02132     -19.493         352797     11.548           1       1    7324.467615    0.00000000e+00     585.21494     585.16756        LT      9.841161    -19.503666    -17.651352      0.165773         ECO      1.852314    1.023294e+09            1264           1      0.000000      0.000000     11.560           1
  222.315429      4.113494     7075.15838     -19.799         352798     11.613           1       1    7346.596696    0.00000000e+00     438.49179     344.37812        LT      9.787414    -19.771818    -18.437889      1.098036         ECO      1.333929    2.951211e+09            1265           1      0.000000      0.000000     11.668           1
  218.120071      2.662999     7115.27644     -19.951         352800     11.424           1       1    7279.690577    0.00000000e+00     764.87625     746.99643        ET      9.337544    -19.994205    -17.636589      0.087329         ECO      2.357616    7.413112e+08            1266           1      0.000000      0.000000     11.719           1
  227.097431     -0.792436     7082.58700     -18.971         352821     11.595           2       0    6915.035827    1.27967758e-02     620.65313     597.60933        ET      9.540000    -19.016079    -17.174831      0.586814         ECO      1.841248    7.762470e+08            1267           2      0.001433     14.230000     11.710           0
  227.104684     -0.791309     7061.99450     -19.336         352821     11.595           2       1    6914.884213    0.00000000e+00     583.07680     564.21371        LT     10.191325    -19.368055    -18.013287      0.416608         ECO      1.354769    3.548135e+09            1267           2      0.001433     14.230000     11.710           1
  224.706764     12.563913     7034.92215     -19.337         352832     11.564           1       1    7673.618235    0.00000000e+00     826.21091     524.11046        LT      9.677455    -19.344175    -17.744583      1.217758         ECO      1.599592    1.949844e+09            1089          81      0.348138    389.740000     14.245           0
  225.904926     -0.929090     7315.87716     -18.908         352861     11.546           1       1    7180.575366    0.00000000e+00     584.34863     568.46877        LT      9.917906    -18.905123    -17.418896      0.478841         ECO      1.486227    2.951212e+09            1268           1      0.000000      0.000000     11.325           1
  227.782791     19.042952     7038.40427     -19.992         352871     11.530           1       1    7150.046609    0.00000000e+00     985.70828     979.36551        LT      9.789261    -20.048269    -18.531803      0.666887         ECO      1.516466    5.623413e+09            1269           1      0.000000      0.000000     11.732           1
  234.186486      6.051437     7469.78419     -19.000         352881     11.550           1       1    7433.677780    0.00000000e+00     911.29903     910.58346        LT      9.927513    -18.992941    -17.701626      0.256484         ECO      1.291315    5.888435e+09            1270           1      0.000000      0.000000     11.369           1
  218.546707      1.333011     7116.51553     -19.135         352894     11.513           1       1    7259.718551    0.00000000e+00     747.37257     733.52482        LT      9.771268    -19.052519    -17.663406      1.365272         ECO      1.389112    1.412539e+09            1271           1      0.000000      0.000000     11.426           1
  229.305586     17.015909     7224.88529     -20.097         352905     11.517           1       1    7162.152766    0.00000000e+00    1129.45228    1127.70877        LT     10.058330    -20.139410    -17.839733      0.304347         ECO      2.299677    5.370320e+08            1064           3      0.027221     29.470000     12.395           0
  233.428590      2.200213     7157.16711     -19.150         352908     11.516           1       1    6928.240994    0.00000000e+00     536.58262     485.29758        ET      9.949247    -19.176865    -16.923977      0.118198         ECO      2.252888    2.951209e+08            1272           1      0.000000      0.000000     11.430           1
  226.609708     15.549396     6849.76735     -18.828         352917     11.540           1       1    7193.635875    0.00000000e+00    1441.65735    1400.04656        LT      9.975448    -18.827108    -17.414024      0.487757         ECO      1.413084    2.818383e+09            1273           1      0.000000      0.000000     11.271           1
  215.544633     -0.921030     7144.82833     -18.981         352920     11.336           1       1    7257.544357    0.00000000e+00     801.27664     793.30912        LT      9.295357    -18.962530    -17.864391      0.561698         ECO      1.098139    3.235940e+09            1274           1      0.000000      0.000000     11.362           1
  223.631292     -0.251856     7382.78594     -19.218         352922     11.551           1       1    7176.566908    0.00000000e+00     257.51656     154.23517        LT      9.875773    -19.263258    -17.143040      0.278989         ECO      2.120218    2.818386e+08            1275           1      0.000000      0.000000     11.456           1
  232.424580      6.287400     7011.73802     -18.784         352925     11.511           1       1    6834.757153    0.00000000e+00     400.25809     359.00462        LT      9.339551    -18.764652    -17.920628      2.515434         ECO      0.844025    6.456534e+09            1276           1      0.000000      0.000000     11.210           1
  224.490446     24.912098     7391.39605     -19.088         352936     11.505           1       1    7528.020220    0.00000000e+00     601.95922     586.24972        LT      9.692901    -19.104511    -17.479961      0.208455         ECO      1.624550    1.288250e+09            1277           1      0.000000      0.000000     11.407           1
  233.206391      9.359760     7003.49324     -19.547         352965     11.422           1       1    6953.819681    0.00000000e+00     459.94001     457.24977        ET      9.684338    -19.645134    -17.523937      0.010158         ECO      2.121197    7.762475e+08             440          12      0.189112    265.390000     13.256           0
  224.884171      5.590958     7074.57895     -19.221         352976     11.503           1       1    6860.316268    0.00000000e+00     690.75351     656.68251        ET      9.805358    -19.232006    -17.255001      0.049349         ECO      1.977005    6.760830e+08            1278           1      0.000000      0.000000     11.458           1
  225.851450      5.510099     7115.91793     -19.059         352997     11.473           1       1    7021.217279    0.00000000e+00     442.82193     432.57721        LT      9.599782    -19.152786    -17.256878      0.407267         ECO      1.895908    9.332541e+08            1279           1      0.000000      0.000000     11.392           1
  233.799560     21.964686     6947.67293     -19.341         353006     11.511           1       1    7190.550596    0.00000000e+00     475.32341     408.58632        LT      9.735140    -19.347097    -17.844101      0.735250         ECO      1.502996    2.570400e+09            1280           1      0.000000      0.000000     11.500           1
  236.457593      3.393487     6942.86889     -19.054         353024     11.401           1       1    6787.369341    0.00000000e+00     461.68447     434.70961        ET      9.677569    -19.088945    -16.835758      0.103760         ECO      2.253187    2.691535e+08            1281           1      0.000000      0.000000     11.391           1
  216.469639      3.123779     7309.49792     -19.286         353040     11.422           1       1    7441.853123    0.00000000e+00     707.55932     695.06999        LT      9.666795    -19.303802    -17.650757      0.661422         ECO      1.653046    2.951211e+09            1282           1      0.000000      0.000000     11.481           1
